IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
15290,3,6906,05-01-2024 22:45:44,,20056,93399343,127629997
15232,3,3866,05-01-2024 17:31:47,,38893,625181575,890437850
15287,3,4707,05-01-2024 22:25:12,,21288,202171017,276081415
15161,3,8998,05-01-2024 11:48:44,,59476,1823436118,1927848057
15257,3,7392,05-01-2024 19:40:59,,31141,1583658935,1822054565
15218,3,6389,05-01-2024 16:20:29,,43171,23567816249,57460789008
15242,3,9588,05-01-2024 18:23:29,,35791,816566399,1178313565
15303,3,5195,06-01-2024 00:12:05,,14875,171758823,236952281
15258,3,3995,05-01-2024 19:44:53,,30907,184200191,228603428
15248,3,4054,05-01-2024 18:44:58,,34502,1909640883,1923655622
15330,3,5928,06-01-2024 02:52:49,,5231,15679483,20127838
15238,3,5903,05-01-2024 18:00:24,,37176,2602458730,3277904665
15294,3,4433,05-01-2024 22:58:50,,19270,2957963320,8257654122
15309,3,6680,06-01-2024 00:42:53,,13027,659557208,794566518
15332,3,7451,06-01-2024 03:08:06,,4314,7102414,10397454
15206,3,8862,05-01-2024 15:25:22,,46478,1958182242,2593665103
15264,3,8053,05-01-2024 20:21:23,,28717,483828619,705529999
15310,3,7595,06-01-2024 00:40:47,,13153,125652967,132329085
15291,3,9601,05-01-2024 22:45:01,,20099,1581478284,1806232788
15202,3,7145,05-01-2024 14:44:45,,48915,1966485349,2699549269
15317,3,9840,06-01-2024 01:36:25,,9815,321725902,434990177
15243,3,8465,05-01-2024 18:23:13,,35807,1250208859,1746807046
15247,3,7938,05-01-2024 18:35:33,,35067,267890629,374566375
15227,3,4880,05-01-2024 17:05:08,,40492,1327818357,1421572512
15234,3,8160,05-01-2024 17:47:46,,37934,2120825468,3178336113
15326,3,9919,06-01-2024 02:38:14,,6106,304297962,374861886
15346,3,5424,06-01-2024 04:04:47,,913,24891904,35466384
15276,3,6892,05-01-2024 21:31:04,,24536,973142660,1005780912
15228,3,5241,05-01-2024 17:02:50,,40630,2277213462,2326496476
15334,3,8143,06-01-2024 03:13:16,,4004,21446895,25902686
15338,3,7795,06-01-2024 03:27:29,,3151,7811276,10362862
15328,3,9365,06-01-2024 02:47:24,,5556,23502099,26150639
15320,3,7013,06-01-2024 01:45:46,,9254,505469273,623895960
15267,3,4817,05-01-2024 20:38:17,,27703,4027785984,4224920122
15339,3,5570,06-01-2024 03:25:17,,3283,64098643,73755078
15286,3,8818,05-01-2024 22:12:17,,22063,406796279,532780872
15187,3,8569,05-01-2024 13:51:58,,52082,1810629039,2185785635
15301,3,6572,05-01-2024 23:40:49,,16751,351142583,358153743
15327,3,8902,06-01-2024 02:37:31,,6149,219681726,316160308
15262,3,4072,05-01-2024 20:01:21,,29919,1269584251,1736281365
15181,3,8687,05-01-2024 13:07:13,,54767,3024025629,3192908988
15308,3,8248,06-01-2024 00:37:00,,13380,112728590,140691836
15331,3,8953,06-01-2024 02:53:42,,5178,38348806,50116067
15259,3,7890,05-01-2024 19:41:27,,31113,370004114,436020917
15280,3,3927,05-01-2024 21:41:46,,23894,1221324594,1520585884
15322,3,4355,06-01-2024 01:52:27,,8853,64628912,73523330
15297,3,5972,05-01-2024 23:10:03,,18597,521986258,672672178
15281,3,6430,05-01-2024 21:44:42,,23718,1201879899,1514636365
15295,3,6944,05-01-2024 22:57:51,,19329,1066502501,1317167320
15344,3,6448,06-01-2024 03:50:43,,1757,26188209,27277194
15211,3,9311,05-01-2024 15:45:36,,45264,3018433266,3515747966
15251,3,6938,05-01-2024 19:03:08,,33412,12188146,13624887
15340,3,8638,06-01-2024 03:26:33,,3207,57330551,63320742
15305,3,7987,06-01-2024 00:13:24,,14796,159935577,213197740
15288,3,6962,05-01-2024 22:22:57,,21423,437473446,626578930
15245,3,3830,05-01-2024 18:20:51,,35949,1794332656,1861727108
15274,3,8029,05-01-2024 21:29:19,,24641,108592030,142020481
15341,3,6832,06-01-2024 03:42:42,,2238,92804423,101006735
15289,3,6869,05-01-2024 22:21:53,,21487,271003334,334144490
15324,3,8220,06-01-2024 02:16:04,,7436,1514852470,2961335956
15306,3,7481,06-01-2024 00:18:04,,14516,397636959,449153029
15325,3,7248,06-01-2024 02:29:08,,6652,20832411,26254087
15298,3,9316,05-01-2024 23:15:19,,18281,438236643,585493099
15283,3,7738,05-01-2024 21:47:39,,23541,4482281373,8757383318
15342,3,9428,06-01-2024 03:45:54,,2046,99960293,104530203
15176,3,4941,05-01-2024 12:46:33,,56007,1337599027,1954738259
15237,3,8929,05-01-2024 17:58:32,,37288,2218682062,2872967219
15316,3,4672,06-01-2024 01:22:22,,10658,537286161,793444810
15204,3,9057,05-01-2024 14:40:40,,49160,13346156622,33261640116
15302,3,9573,05-01-2024 23:49:41,,16219,230595144,311660616
15299,3,8923,05-01-2024 23:18:37,,18083,45688372,47993732
15329,3,3904,06-01-2024 02:44:14,,5746,898646320,2672978556
15277,3,8983,05-01-2024 21:34:09,,24351,3489192172,6879355050
15151,3,4199,05-01-2024 10:18:58,,64862,1724448506,2408357415
15260,3,9831,05-01-2024 19:40:28,,31172,721033564,773667381
15348,3,4723,06-01-2024 04:18:00,,120,1383508,1583597
15224,3,3913,05-01-2024 16:58:05,06-01-2024 04:17:56,40791,2352649834,2487826018
15335,3,5632,06-01-2024 03:14:43,,3917,115833379,120025215
15222,3,8216,05-01-2024 16:40:54,,41946,1295600385,1347693701
15269,3,7009,05-01-2024 21:05:37,,26063,42454414,46485730
15285,3,6848,05-01-2024 21:57:37,,22943,420331660,529625984
15343,3,9111,06-01-2024 03:45:58,,2042,105921041,118345385
15147,3,8719,05-01-2024 09:54:39,,66321,2317000799,3115731288
15256,3,8724,05-01-2024 19:32:58,,31622,1462996562,1851899639
15318,3,8355,06-01-2024 01:35:12,,9888,41649594,56517303
15214,3,7042,05-01-2024 15:51:52,,44888,420992303,483100012
15347,3,7959,06-01-2024 04:07:15,,765,27071875,29690527
15313,3,8875,06-01-2024 01:15:24,,11076,76391475,90669694
15231,3,6766,05-01-2024 17:28:23,,39097,744574679,964372857
15314,3,5168,06-01-2024 01:13:15,,11205,871898458,1042944731
15300,3,7189,05-01-2024 23:39:17,,16843,6494262007,14116808353
15336,3,9566,06-01-2024 03:12:48,,4032,28780923,37621522
15333,3,7500,06-01-2024 03:06:09,,4431,174287915,255701412
15323,3,9219,06-01-2024 02:04:24,,8136,29600147,34657494
15337,3,4843,06-01-2024 03:17:13,,3767,521250082,1498189607
15266,3,5814,05-01-2024 20:23:43,,28577,1257616421,1395570603
15177,3,8354,05-01-2024 12:49:48,,55812,22287033980,49628127422
15186,3,6619,05-01-2024 13:36:04,,53036,86890388,88643047
15321,3,4705,06-01-2024 01:40:31,,9569,477924476,676991171
15278,3,6954,05-01-2024 21:37:12,,24168,269967344,275677933
