IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
7558,5,7517,04-01-2024 16:09:32,,2428,118840886,151348254
7515,5,9798,04-01-2024 09:47:39,,25341,1498956770,1648579686
7543,5,8791,04-01-2024 13:10:00,,13200,1998206882,5282126011
7555,5,6042,04-01-2024 15:50:55,,3545,1358912928,3095899602
7539,5,7129,04-01-2024 12:43:31,,14789,5124737997,13065646817
7563,5,6335,04-01-2024 16:37:44,,736,74168113,78260500
7489,5,6095,04-01-2024 05:30:55,,40745,2300336148,2719237459
7533,5,7678,04-01-2024 11:54:22,,17738,547438865,680546365
7508,5,4210,04-01-2024 09:07:01,,27779,647167849,714452447
7441,5,4054,03-01-2024 22:15:00,,66900,3088511906,3573561336
7550,5,5903,04-01-2024 15:26:01,,5039,248977001,294071918
7507,5,9842,04-01-2024 08:52:22,,28658,1264951502,1756531449
7560,5,7564,04-01-2024 16:23:44,,1576,73923717,87001046
7545,5,9583,04-01-2024 13:22:47,,12433,452677888,593522036
7511,5,9399,04-01-2024 09:26:20,,26620,1522241819,1537086947
7490,5,6931,04-01-2024 05:45:34,,39866,300502279,329061193
7528,5,6337,04-01-2024 11:29:09,,19251,405596475,507272418
7519,5,3941,04-01-2024 09:51:48,,25092,6203868858,13800301999
7498,5,8465,04-01-2024 07:01:02,,35338,295089396,352878514
7494,5,8072,04-01-2024 06:31:05,,37135,1290694548,1787236114
7535,5,5241,04-01-2024 11:53:16,,17804,262184382,377815594
7514,5,8861,04-01-2024 09:37:29,04-01-2024 16:45:51,25702,127342660,161757357
7524,5,7089,04-01-2024 11:04:14,,20746,2374536098,3364451077
7540,5,4028,04-01-2024 12:58:27,,13893,323715033,386901590
7546,5,6856,04-01-2024 13:43:45,,11175,469500209,496573133
7466,5,6572,04-01-2024 01:47:25,,54155,991235149,1260551115
7516,5,7497,04-01-2024 09:41:53,,25687,253732486,380144267
7551,5,3812,04-01-2024 15:36:14,,4426,126890248,149999952
7556,5,9810,04-01-2024 15:53:17,,3403,63899058,80705880
7485,5,7636,04-01-2024 05:14:36,,41724,1913402808,2426291764
7458,5,4116,04-01-2024 00:22:58,,59222,2669160512,3004659795
7536,5,3900,04-01-2024 12:22:57,,16023,125963191,135417595
7552,5,7617,04-01-2024 15:34:59,,4501,325701373,464826863
7521,5,7747,04-01-2024 10:06:12,,24228,45551382,61750142
7512,5,3990,04-01-2024 09:23:16,,26804,3068889277,8185944586
7522,5,6883,04-01-2024 10:33:34,,22586,85130922,118859600
7505,5,8271,04-01-2024 08:44:50,,29110,1119561991,1462667573
7547,5,4553,04-01-2024 13:54:06,,10554,268123457,389931770
7517,5,7481,04-01-2024 09:48:28,,25292,370799001,489111756
7553,5,5908,04-01-2024 15:32:43,,4637,123335578,160650471
7541,5,4689,04-01-2024 13:02:01,,13679,254760407,372230858
7544,5,4019,04-01-2024 13:15:52,,12848,33073020,45020380
7463,5,5597,04-01-2024 01:14:48,,56112,685554096,1021964758
7486,5,5816,04-01-2024 05:29:28,,40832,914106676,967974095
7502,5,5603,04-01-2024 07:55:59,,32041,384882288,387937808
7452,5,6368,03-01-2024 23:23:26,,62794,1442760856,1596310375
7447,5,5632,03-01-2024 22:52:29,,64651,1827964972,2166539940
7497,5,8719,04-01-2024 06:51:46,,35894,1898554603,2080850003
7557,5,7247,04-01-2024 15:52:00,,3480,185021547,196908988
7554,5,7027,04-01-2024 15:32:23,,4657,44518839,53691349
7504,5,5994,04-01-2024 08:36:13,,29627,503212970,708815269
7561,5,9337,04-01-2024 16:22:23,,1657,157773001,184547104
7513,5,4251,04-01-2024 09:23:14,,26806,73626327,86702569
7506,5,8664,04-01-2024 08:47:02,,28978,4653844066,5151141663
7449,5,6339,03-01-2024 23:02:58,,64022,538910458,736600215
7488,5,7416,04-01-2024 05:24:12,,41148,1554934710,1709403036
7467,5,7877,04-01-2024 01:49:31,,54029,487816240,616124843
7538,5,4336,04-01-2024 12:31:09,,15531,476688870,584591983
7564,5,4304,04-01-2024 16:32:28,,1052,322008139,631249367
7549,5,8751,04-01-2024 15:09:18,,6042,56936515,58309339
7530,5,5097,04-01-2024 11:35:32,,18868,533797235,798682024
7501,5,7499,04-01-2024 07:44:39,,32721,222790157,323604665
7531,5,7097,04-01-2024 11:39:12,,18648,982921827,1195178265
7523,5,7898,04-01-2024 10:30:59,,22741,188555293,206731900
7479,5,4891,04-01-2024 03:55:04,,46496,79706090,95056910
7500,5,7138,04-01-2024 07:17:23,04-01-2024 16:48:08,34245,139071148,178424350
7548,5,7205,04-01-2024 14:44:04,,7556,112780769,147895888
7562,5,4070,04-01-2024 16:27:03,,1377,518850461,1031129616
7559,5,7430,04-01-2024 16:03:12,,2808,107961475,161604840
