IdSession|IdPSX|IdSubscriber|StartSession|EndSession|Duartion|UpTx|DownTx
22993|0|72937|05/01/2024 17:28:13||35507|10250833552|13280625352
23941|0|37974|05/01/2024 23:53:28||12392|7240741672|8804104552
24054|0|74301|06/01/2024 00:40:57||9543|672017040|882336752
22189|0|56609|05/01/2024 11:52:31||55649|207050004472|454411871872
24334|0|87799|06/01/2024 02:48:30||1890|30308624|43853592
23224|0|19040|05/01/2024 18:58:51||30069|3965975904|4306871424
23981|0|85070|06/01/2024 00:10:26||11374|1172685976|1617855864
23982|0|77688|06/01/2024 00:19:09||10851|190416360|282458096
22565|0|80501|05/01/2024 14:34:18||45942|2717609768|2948888584
23643|0|85519|05/01/2024 21:48:32||19888|2177011104|2660369152
23714|0|55450|05/01/2024 22:16:50||18190|2020833312|2194245224
24055|0|59125|06/01/2024 00:43:02||9418|21563896|25015024
22591|0|87007|05/01/2024 14:43:58||45362|117121613616|245980462336
23791|0|18826|05/01/2024 22:40:04||16796|23659732904|69143576056
24206|0|45253|06/01/2024 01:55:09||5091|1499651536|2038186472
24280|0|77661|06/01/2024 02:27:26||3154|48582880|71705648
23548|0|75538|05/01/2024 21:08:25||22295|1188664688|1532477272
22922|0|43777|05/01/2024 16:51:12||37728|115128960624|273891673672
23411|0|21645|05/01/2024 20:01:41||26299|4807365352|6512247280
23942|0|85282|05/01/2024 23:55:56||12244|1854176728|2001802440
24113|0|79536|06/01/2024 01:11:16||7724|285018104|424054544
24149|0|42228|06/01/2024 01:39:56||6004|922944768|1331260248
22782|0|90678|05/01/2024 15:51:36||41304|6014901056|8662050552
24072|0|54570|06/01/2024 00:51:59||8881|18572876432|45145352584
22440|0|87485|05/01/2024 13:43:36|06/01/2024 03:10:31|48415|173544719632|351285919840
24406|0|87485|06/01/2024 03:11:30||510|1470260680|4110874192
23807|0|76237|05/01/2024 22:53:05||16015|2872195056|3411182680
24172|0|35261|06/01/2024 01:41:57||5883|2390624744|2453496376
22466|0|16186|05/01/2024 13:51:56||48484|9069977760|11742969728
22091|0|8960|05/01/2024 11:14:30||57930|7303644608|10872819376
23764|0|4732|05/01/2024 22:36:06||17034|2827455304|3712163728
24407|0|75051|06/01/2024 03:17:08||172|7494536|9265936
23596|0|25097|05/01/2024 21:25:29||21271|1565798688|2002015744
24114|0|13652|06/01/2024 01:13:30||7590|3727190272|3765181256
22398|0|60741|05/01/2024 13:22:30||50250|4908849944|7142020248
22370|0|47789|05/01/2024 13:17:07||50573|7202719568|8180554952
23039|0|62627|05/01/2024 17:47:17||34363|21486783888|44544803168
24173|0|18892|06/01/2024 01:43:45||5775|1335372736|1631197872
23983|0|63329|06/01/2024 00:17:45||10935|362203672|487065888
22702|0|92010|05/01/2024 15:21:32||43108|10641170224|11403233248
23244|0|24952|05/01/2024 19:01:31||29909|3685328656|3970186504
22866|0|88167|05/01/2024 16:32:12||38868|9540880032|12978313296
23194|0|88791|05/01/2024 18:47:36||30744|11453823272|13623916432
23089|0|33912|05/01/2024 18:08:55||33065|18111267328|22725548672
24335|0|75263|06/01/2024 02:40:48||2352|561586664|599327792
24356|0|11924|06/01/2024 02:51:24||1716|137843216|181236680
23245|0|6916|05/01/2024 19:09:51||29409|6767358704|9908701848
24150|0|11366|06/01/2024 01:38:48||6072|1601483984|2334112872
23999|0|94047|06/01/2024 00:25:50||10450|719593936|747130600
23549|0|85646|05/01/2024 21:02:19||22661|5028999256|6635232736
23332|0|92628|05/01/2024 19:32:42||28038|10893330784|12688058648
24207|0|37317|06/01/2024 01:57:31||4949|1334931352|1869060352
23520|0|9681|05/01/2024 20:59:43||22817|12181997408|16643436984
22330|0|57230|05/01/2024 12:56:19||51821|22159067600|23323226784
23071|0|66423|05/01/2024 17:50:10||34190|12569886856|15746587584
23412|0|53757|05/01/2024 20:03:39||26181|880075792|1138519536
24174|0|37529|06/01/2024 01:41:15||5925|12746161792|30174234920
23943|0|61794|05/01/2024 23:58:32||12088|1095377048|1200266192
23521|0|11120|05/01/2024 20:54:17||23143|11978570432|17158698904
24000|0|5419|06/01/2024 00:26:12||10428|194915048|206098504
22678|0|49253|05/01/2024 15:14:05||43555|5734999800|7416122880
23225|0|73710|05/01/2024 18:51:31||30509|4971165704|5938335808
23226|0|23220|05/01/2024 18:54:04||30356|3441534720|4413380328
23808|0|30881|05/01/2024 22:53:20||16000|12447581672|15063721392
23011|0|44839|05/01/2024 17:34:00||35160|6582502528|9494166336
23377|0|43101|05/01/2024 19:58:21||26499|4056959176|5270392976
23575|0|47660|05/01/2024 21:11:39||22101|9124652256|9137282288
24208|0|5259|06/01/2024 01:51:34||5306|324738200|461239288
23120|0|96233|05/01/2024 18:16:30||32610|125577164752|305444374160
24336|0|39037|06/01/2024 02:48:23||1897|90078872|110266464
24281|0|85701|06/01/2024 02:29:35||3025|253559512|308295624
22039|0|82492|05/01/2024 10:53:30||59190|12914547632|13508979904
22567|0|58783|05/01/2024 14:33:02||46018|12724629960|15998585944
23878|0|74466|05/01/2024 23:25:46||14054|821520840|1130944256
23304|0|42801|05/01/2024 19:26:01||28439|7447936800|9952896384
22754|0|5731|05/01/2024 15:44:10||41750|90991977568|171432797704
24115|0|99136|06/01/2024 01:19:20||7240|2247913272|3076111808
23333|0|81147|05/01/2024 19:36:27||27813|693114920|977931072
22331|0|22791|05/01/2024 12:56:11||51829|11723146672|13148532880
24175|0|60137|06/01/2024 01:47:23||5557|4739746632|12122495768
24151|0|56049|06/01/2024 01:33:28||6392|3256456032|4114761088
22592|0|29223|05/01/2024 14:47:08||45172|471738576|554085856
23305|0|4719|05/01/2024 19:29:44||28216|113491096|131774216
24309|0|55333|06/01/2024 02:39:10||2450|65777840|97315248
23671|0|82031|05/01/2024 21:52:19||19661|5644284200|8398083024
24337|0|40685|06/01/2024 02:49:30||1830|5378136|8017288
24282|0|20349|06/01/2024 02:27:08||3172|149631616|178874536
24357|0|13191|06/01/2024 02:56:39||1401|19205584|25134160
22898|0|17160|05/01/2024 16:40:13||38387|2258738208|2534663584
23792|0|25130|05/01/2024 22:44:25||16535|1741021592|2462407080
23832|0|51885|05/01/2024 23:02:13||15467|3901251392|4679156368
23195|0|53073|05/01/2024 18:47:09||30771|9987291880|14434771616
23715|0|66732|05/01/2024 22:14:29||18331|4009740848|4253587624
23879|0|28628|05/01/2024 23:21:02||14338|3196880088|4752275768
22867|0|38258|05/01/2024 16:33:34||38786|78222863400|148472569928
23716|0|34064|05/01/2024 22:13:12||18408|4607228496|5754543216
23150|0|81488|05/01/2024 18:24:40||32120|81144273912|162597079784
23849|0|64295|05/01/2024 23:14:25||14735|10736257168|12203923296
24024|0|8347|06/01/2024 00:36:28||9812|647129904|762793912
22899|0|51526|05/01/2024 16:46:59||37981|3253877328|4127640536
24073|0|11287|06/01/2024 00:56:38||8602|1275465208|1631436816
24358|0|46044|06/01/2024 02:59:43||1217|46093736|65312576
22283|0|81133|05/01/2024 12:33:03||53217|25041341416|29237192040
24116|0|60049|06/01/2024 01:10:23||7777|6896935672|7481000976
23765|0|61103|05/01/2024 22:30:51||17349|3316227760|4482581168
24229|0|13992|06/01/2024 02:02:10||4670|2345703640|2350932584
21741|0|68009|05/01/2024 08:34:55||67505|7120754144|9708905536
24117|0|69853|06/01/2024 01:13:04||7616|989788216|1058749632
24359|0|82791|06/01/2024 02:54:41||1519|29387704|38341344
23793|0|90960|05/01/2024 22:42:30||16650|5363894608|8023894152
23924|0|68039|05/01/2024 23:42:13||13067|8490808912|11109301256
22019|0|9432|05/01/2024 10:41:40||59900|18168837304|24343621352
23169|0|61684|05/01/2024 18:33:07||31613|5690102056|7695507136
23672|0|47486|05/01/2024 21:56:27||19413|3548034336|4230733424
24283|0|26986|06/01/2024 02:28:33||3087|129510696|129731488
23717|0|23998|05/01/2024 22:11:31||18509|3222293920|3624953328
24134|0|83091|06/01/2024 01:28:33||6687|150425736|179535120
23597|0|87798|05/01/2024 21:28:23||21097|10250760960|11931740256
24310|0|71416|06/01/2024 02:32:19||2861|62381560|62892096
23378|0|64361|05/01/2024 19:52:33||26847|71748152080|179031215352
23040|0|16015|05/01/2024 17:44:16||34544|2715937416|3258918312
24380|0|5281|06/01/2024 03:02:35||1045|24147960|33114752
23523|0|89833|05/01/2024 20:57:58||22922|11804548480|12308835512
23673|0|23672|05/01/2024 21:50:20||19780|35664369552|70882043040
23274|0|85834|05/01/2024 19:16:07||29033|865556680|1042379192
24257|0|96669|06/01/2024 02:16:30||3810|561547816|625681040
24209|0|33410|06/01/2024 01:56:28||5012|17357251992|38375213000
23476|0|79031|05/01/2024 20:35:55||24245|2879149272|4119135552
23494|0|6383|05/01/2024 20:49:54||23406|14733608928|18882663824
22441|0|48614|05/01/2024 13:43:47||48973|10183950960|13371182536
23433|0|62240|05/01/2024 20:13:43||25577|183671247320|113450172568
22569|0|24662|05/01/2024 14:36:25||45815|19877627536|24860534792
22646|0|20433|05/01/2024 15:00:09||44391|58013232|78387568
23306|0|34585|05/01/2024 19:23:19||28601|1809726208|2098273120
24210|0|31706|06/01/2024 01:59:02||4858|783404432|953423216
24360|0|23331|06/01/2024 02:54:52||1508|5421904|5485936
24025|0|29747|06/01/2024 00:37:05||9775|1392942800|1764830072
22498|0|16928|05/01/2024 14:06:40||47600|8123901056|9210721840
23434|0|44331|05/01/2024 20:19:18||25242|188537696|259171072
24074|0|60709|06/01/2024 00:50:19||8981|1523380040|1819242312
24311|0|14653|06/01/2024 02:32:09||2871|142181664|166866752
24095|0|69167|06/01/2024 01:01:29||8311|941907992|1197069952
22192|0|35012|05/01/2024 11:55:03||55497|4102343616|5670312704
22399|0|75383|05/01/2024 13:29:58||49802|20358656320|25427868296
24176|0|64718|06/01/2024 01:40:00||6000|1203378968|1794123336
22869|0|92558|05/01/2024 16:37:52||38528|21554165064|23837229512
22705|0|26789|05/01/2024 15:20:05||43195|77737624960|160881754848
24408|0|47184|06/01/2024 03:10:50||550|66444616|70902560
23809|0|31782|05/01/2024 22:59:01||15659|60609909752|145414212344
23644|0|70263|05/01/2024 21:47:16||19964|3553675712|3556827056
24258|0|31422|06/01/2024 02:13:48||3972|1904535384|2561760600
22820|0|66047|05/01/2024 16:13:55||39965|7698072040|11170498576
22783|0|5194|05/01/2024 15:51:52||41288|105624418872|284679841344
21515|0|33231|05/01/2024 07:09:32|06/01/2024 03:10:17|72045|17916806672|21380801080
23170|0|14516|05/01/2024 18:39:29||31231|2736856800|4036319088
24230|0|27764|06/01/2024 02:04:20||4540|250543280|283195432
23524|0|77364|05/01/2024 20:56:34||23006|6616094904|9079901456
23414|0|74615|05/01/2024 20:04:02||26158|3005639792|3187403144
23495|0|29220|05/01/2024 20:48:32||23488|67599762984|128241907888
23984|0|94862|06/01/2024 00:10:42||11358|478050368|517957104
22239|0|28712|05/01/2024 12:12:35||54445|15885838840|17407598216
23171|0|5586|05/01/2024 18:37:07||31373|37358600128|92610903272
22706|0|66215|05/01/2024 15:24:08||42952|20216895544|22649232560
23121|0|31271|05/01/2024 18:19:18||32442|45600427752|35884074904
22943|0|60295|05/01/2024 17:04:47||36913|5060996672|5919854456
