IdSession|IdPSX|IdSubscriber|StartSession|EndSession|Duartion|UpTx|DownTx
22116|0|5202|03/01/2024 15:33:24||15996|2379730840|3531125360
22481|0|7922|03/01/2024 18:01:23||7117|1034698616|1476499640
22280|0|78614|03/01/2024 16:47:32||11548|2750262104|3360423872
21510|0|48015|03/01/2024 11:31:40||30500|87476111128|172069175224
22163|0|19403|03/01/2024 15:59:23||14437|35367160|50320176
22196|0|98935|03/01/2024 16:01:18||14322|15434409936|16520299752
21029|0|88207|03/01/2024 08:24:25||41735|28606356264|29820318920
22540|0|92317|03/01/2024 18:23:09||5811|1198038552|1543366856
22513|0|76996|03/01/2024 18:14:33||6327|1197236824|1358912792
22253|0|68950|03/01/2024 16:38:42||12078|3033690088|4413196104
22541|0|91056|03/01/2024 18:29:53||5407|12694628552|29132525472
20985|0|17916|03/01/2024 08:03:17||43003|15070164360|16380645200
22453|0|85288|03/01/2024 17:50:32||7768|6071161952|6417484176
20830|0|88537|03/01/2024 06:59:11|03/01/2024 19:54:34|46523|7951755576|10239735088
22767|0|88537|03/01/2024 19:55:12||288|20948640|24508656
20902|0|83726|03/01/2024 07:21:24||45516|7513948592|7988587456
20447|0|67328|03/01/2024 04:27:12||55968|15615942216|22037636240
22307|0|95402|03/01/2024 16:56:33||11007|322177664|334290584
21846|0|16747|03/01/2024 13:35:17||23083|2131639392|2611497976
21869|0|71287|03/01/2024 13:42:52||22628|12584170608|13771507856
22591|0|93345|03/01/2024 18:44:45||4515|1665803368|2336463808
21420|0|7629|03/01/2024 10:57:33||32547|5052986504|5954555352
21005|0|43470|03/01/2024 08:18:03||42117|89017777824|202258430224
21273|0|63503|03/01/2024 10:07:24||35556|4473195952|5160785416
22636|0|20044|03/01/2024 19:08:55||3065|277774488|350084712
21626|0|15054|03/01/2024 12:19:26||27634|9325411408|9349796344
22668|0|91513|03/01/2024 19:12:30||2850|285891144|406581648
20095|0|48067|03/01/2024 01:44:32||65728|4320037816|4353104360
21299|0|86150|03/01/2024 10:16:50||34990|7401088720|10938330912
22145|0|46936|03/01/2024 15:45:10||15290|578721968|652102248
20963|0|31978|03/01/2024 07:52:15||43665|2724854320|3990199400
22454|0|42572|03/01/2024 17:59:08||7252|2798637904|2929059968
22004|0|20049|03/01/2024 14:48:55||18665|731701512|1020125368
20485|0|35838|03/01/2024 04:31:34||55706|5325209856|5990651976
22254|0|8227|03/01/2024 16:31:19||12521|1098782032|1539649352
21511|0|88811|03/01/2024 11:36:57||30183|809229304|839957792
22117|0|42085|03/01/2024 15:39:13||15647|30270306544|68590166960
21870|0|58443|03/01/2024 13:49:02||22258|1939039176|2498609464
20687|0|24107|03/01/2024 06:05:38||50062|858719160|901802200
22431|0|79155|03/01/2024 17:47:45||7935|646086832|897195512
22281|0|4497|03/01/2024 16:42:18||11862|22107551936|56380432912
21301|0|24555|03/01/2024 10:10:09||35391|1760893336|2170281336
22047|0|34503|03/01/2024 15:01:51||17889|2194623400|2501515368
22615|0|28950|03/01/2024 18:56:00|03/01/2024 19:58:42|3762|5126528184|2814774224
20937|0|45897|03/01/2024 07:47:12||43968|20614791416|26199604984
22233|0|24996|03/01/2024 16:28:20||12700|3592097352|4378032856
22692|0|40816|03/01/2024 19:21:17||2323|97128680|113915752
22455|0|93054|03/01/2024 17:59:21||7239|1213010144|1727030160
21479|0|70354|03/01/2024 11:21:42||31098|67033585688|148170433704
21436|0|80722|03/01/2024 11:03:44||32176|5256736624|6548708336
22637|0|73756|03/01/2024 19:09:02||3058|2587896648|7385091152
20803|0|84326|03/01/2024 06:41:53||47887|9493679512|9603360128
21790|0|25943|03/01/2024 13:15:20||24280|9392652520|11865550080
21030|0|45874|03/01/2024 08:22:55|03/01/2024 19:52:50|41395|148559788224|281369519632
22482|0|67155|03/01/2024 18:08:24||6696|138455376|168823512
22118|0|54643|03/01/2024 15:35:56||15844|40574460960|82002595480
21847|0|98233|03/01/2024 13:39:49||22811|5196925672|6823159472
22282|0|61304|03/01/2024 16:46:59||11581|632032984|895104464
21685|0|52562|03/01/2024 12:32:51||26829|4667399928|4850816040
21146|0|43220|03/01/2024 09:14:52||38708|4484646528|5971188264
20964|0|96629|03/01/2024 07:53:30||43590|11029260224|16071439032
21274|0|95343|03/01/2024 10:00:01||35999|2364297176|3487087280
22366|0|56883|03/01/2024 17:18:19||9701|934457960|941980368
22367|0|54729|03/01/2024 17:13:17||10003|115933656|136966488
22215|0|33952|03/01/2024 16:19:54||13206|4809403368|5465897912
22483|0|37550|03/01/2024 18:06:53||6787|1883812928|1894084432
22411|0|93308|03/01/2024 17:31:30||8910|1055746520|1301644120
22669|0|10594|03/01/2024 19:18:48||2472|156246680|205587200
21627|0|16938|03/01/2024 12:12:31||28049|7551786632|9735913024
22338|0|46098|03/01/2024 17:08:13||10307|264414184|362005600
22638|0|40281|03/01/2024 19:04:13||3347|280606544|365483760
21941|0|15938|03/01/2024 14:15:18||20682|944938992|1013256744
20314|0|84412|03/01/2024 03:16:06||60234|24932835168|26403082960
22255|0|73714|03/01/2024 16:32:30||12450|1312006432|1779965200
20315|0|5821|03/01/2024 03:18:03||60117|7379727024|8874496104
22146|0|60286|03/01/2024 15:43:16||15404|3982799456|4870662256
21960|0|56605|03/01/2024 14:27:16||19964|1507627320|1568770968
21437|0|45426|03/01/2024 11:09:35||31825|4871253784|5048890048
22542|0|52066|03/01/2024 18:27:03||5577|1012129216|1200471168
22639|0|39820|03/01/2024 19:07:31||3149|1491862792|1610861288
22091|0|66329|03/01/2024 15:22:03||16677|2216783736|3103448936
22197|0|93506|03/01/2024 16:06:45||13995|1654220152|1795455760
22640|0|61111|03/01/2024 19:01:57||3483|1624630960|2215470056
21302|0|23656|03/01/2024 10:10:06||35394|11150320056|16418223072
20853|0|84652|03/01/2024 07:02:40||46640|57932703544|152094285528
22484|0|95199|03/01/2024 18:04:43|03/01/2024 19:59:29|6886|4129927600|5427457776
22566|0|43252|03/01/2024 18:33:12||5208|565818624|634649672
21726|0|85932|03/01/2024 12:58:36||25284|5170021216|6414532144
20832|0|89576|03/01/2024 06:55:14||47086|9490436296|10902164080
21275|0|36168|03/01/2024 10:04:27||35733|7363559488|10529352064
22165|0|22560|03/01/2024 15:58:28||14492|9604107624|9715536936
21075|0|64267|03/01/2024 08:46:40||40400|1823289552|1858996064
21394|0|77350|03/01/2024 10:46:54||33186|5678832560|7480426400
21942|0|96303|03/01/2024 14:16:08||20632|20244101864|58310506552
22234|0|70049|03/01/2024 16:22:54||13026|23754979600|48834833864
22737|0|4288|03/01/2024 19:46:31||809|30240568|42345984
21599|0|15352|03/01/2024 12:04:30||28530|1494121664|2197847840
22092|0|41561|03/01/2024 15:23:13||16607|5104466952|6019363424
21175|0|36518|03/01/2024 09:23:11||38209|21808499672|31313273752
22308|0|79017|03/01/2024 16:55:41||11059|38343698416|106847749904
21366|0|18443|03/01/2024 10:39:30||33630|102124778008|295768538936
22543|0|36794|03/01/2024 18:24:51||5709|601480456|667458736
22716|0|99818|03/01/2024 19:35:34||1466|107996504|126182976
20744|0|88045|03/01/2024 06:26:32||48808|1786141440|2317528768
21943|0|4110|03/01/2024 14:16:25||20615|5469644688|5710487400
22616|0|93202|03/01/2024 18:59:54||3606|8946782944|26786620232
22119|0|58424|03/01/2024 15:31:24||16116|19327940248|57597802712
22717|0|36730|03/01/2024 19:36:13||1427|91030848|106380944
20141|0|19300|03/01/2024 02:09:27||64233|142951710336|408104976720
22738|0|15564|03/01/2024 19:46:15||825|1921988040|4764432088
21543|0|89604|03/01/2024 11:44:00||29760|5462245640|7974443544
22693|0|11226|03/01/2024 19:24:16||2144|5567539720|16218558776
22485|0|81514|03/01/2024 18:08:23||6697|19214554200|47190662136
22412|0|67697|03/01/2024 17:34:13||8747|4992531648|6157523048
22256|0|5396|03/01/2024 16:35:03||12297|343980000|409445792
21895|0|6308|03/01/2024 13:51:58||22082|7506543192|8289614928
21818|0|99065|03/01/2024 13:27:14||23566|12475614728|12651176728
20625|0|65668|03/01/2024 05:35:14||51886|6392076960|9060575288
20376|0|26509|03/01/2024 03:44:58||58502|7085472192|7744935520
22432|0|95731|03/01/2024 17:40:50||8350|755873424|1117643312
22235|0|39299|03/01/2024 16:29:57||12603|502442416|690447784
20448|0|55366|03/01/2024 04:22:43||56237|13843187728|15689143416
21176|0|43902|03/01/2024 09:24:52||38108|6695440024|6696891160
22389|0|85910|03/01/2024 17:24:36||9324|846890520|889082128
22456|0|98470|03/01/2024 17:55:27||7473|2011677312|2792330256
20688|0|50824|03/01/2024 06:06:32||50008|9383830672|13090881440
22617|0|33480|03/01/2024 18:58:57||3663|7657017656|20068063056
20601|0|91299|03/01/2024 05:25:38||52462|4786078536|5709634672
21149|0|57141|03/01/2024 09:15:26||38674|3068422168|3550068704
