IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
10802,4,94505,01-01-2024 01:43:45,,18375,1472339917,1526526292
8454,4,42131,31-12-2023 16:17:34,,52346,320110745,377272326
11546,4,89840,01-01-2024 05:14:42,,5718,2788941,2806389
6224,4,11338,31-12-2023 17:47:59,,46921,782730149,874762868
6226,4,11082,31-12-2023 12:01:07,,67733,1864540912,2279007338
10548,4,45193,01-01-2024 00:11:45,,23895,7877968558,18684874308
11635,4,99283,01-01-2024 05:32:24,,4656,45767354,50606284
11508,4,60302,01-01-2024 05:04:54,,6306,429500979,539184219
6227,4,34159,31-12-2023 14:43:11,,58009,2365949403,2418074531
15616,4,86126,31-12-2023 21:19:47,,34213,714851569,924599736
15618,4,41735,31-12-2023 20:12:50,,38230,2740777344,3093372756
15619,4,61752,31-12-2023 18:55:20,,42880,578613650,644835757
11246,4,99781,01-01-2024 03:54:09,,10551,325710689,372835365
10710,4,54457,01-01-2024 01:19:04,,19856,2882900227,2948527881
8462,4,29731,31-12-2023 23:22:26,,26854,153781357,176242583
8464,4,73213,31-12-2023 19:32:17,,40663,655226511,865350358
11385,4,28949,01-01-2024 04:33:53,,8167,187793515,247420838
11673,4,50281,01-01-2024 05:47:53,,3727,64270145,70506511
15621,4,91110,31-12-2023 18:54:58,,42902,2264575523,2306015861
4511,4,44784,31-12-2023 13:28:51,,62469,1038181125,1291561302
11276,4,68690,01-01-2024 04:09:26,,9634,112690155,157463438
11734,4,16261,01-01-2024 06:03:04,,2816,40438210,56814320
11307,4,23552,01-01-2024 04:18:45,,9075,503950833,650273624
11817,4,37871,01-01-2024 06:20:55,,1745,73902273,76774984
6233,4,9765,31-12-2023 23:11:27,,27513,829383862,849300502
11636,4,85040,01-01-2024 05:33:10,,4610,1436332860,3448928332
11470,4,42600,01-01-2024 04:54:12,,6948,34166939,42420369
11818,4,71649,01-01-2024 06:26:06,,1434,520567290,1301164426
15625,4,60961,31-12-2023 13:58:04,,60716,2263084226,3280863899
6240,4,85698,31-12-2023 14:09:58,,60002,739629587,1064589039
11547,4,68133,01-01-2024 05:18:17,,5503,27906759,39888037
8477,4,16714,31-12-2023 18:26:13,,44627,349177950,390781478
11774,4,95752,01-01-2024 06:17:24,,1956,47479774,69002246
10994,4,27552,01-01-2024 02:47:25,,14555,68751881,86274286
11548,4,27006,01-01-2024 05:12:14,,5866,103309576,144477426
8480,4,22021,31-12-2023 12:46:49,,64991,1191299933,1384416397
10841,4,31142,01-01-2024 01:55:16,,17684,6420740146,15940146955
11386,4,51091,01-01-2024 04:38:33,,7887,4758963,5477601
4526,4,86431,31-12-2023 21:40:38,,32962,1304386049,1838080453
15635,4,16907,31-12-2023 22:06:18,,31422,73823527,109416258
8485,4,86874,31-12-2023 13:01:00,,64140,526441749,633859760
15636,4,18395,31-12-2023 13:40:38,,61762,240882487,351272855
10842,4,37940,01-01-2024 01:58:23,,17497,417459428,540229749
11308,4,64186,01-01-2024 04:16:37,,9203,126175489,136744789
4532,4,61589,31-12-2023 21:05:50,,35050,14031283067,31375845863
11060,4,84588,01-01-2024 03:06:09,,13431,360591980,536792272
15638,4,78014,31-12-2023 12:42:56,,65224,2092631394,2727965410
11859,4,3947,01-01-2024 06:30:21,,1179,25652947,31883701
15639,4,88187,31-12-2023 23:33:32,,26188,118516862,169485006
11104,4,32528,01-01-2024 03:16:36,,12804,271553138,347983929
8494,4,30697,31-12-2023 17:39:15,,47445,1575400139,1904034176
11549,4,56617,01-01-2024 05:11:11,,5929,70444112,74732562
4544,4,71837,31-12-2023 16:00:57,,53343,650754880,830663032
10926,4,35855,01-01-2024 02:24:26,,15934,154542334,222080989
10769,4,25858,01-01-2024 01:34:44,,18916,7103647449,20638966408
10579,4,23321,01-01-2024 00:27:23,,22957,809697609,837738992
10961,4,43457,01-01-2024 02:34:57,,15303,69456556,89340217
11735,4,21975,01-01-2024 06:08:24,,2496,110570651,129625646
6258,4,16824,31-12-2023 15:13:18,,56202,383918821,393506145
11426,4,40830,01-01-2024 04:40:41,,7759,121455629,172832315
11387,4,12666,01-01-2024 04:31:51,,8289,91960601,99457170
11028,4,26937,01-01-2024 02:58:41,,13879,225721635,323310946
15648,4,89970,31-12-2023 15:29:07,,55253,554546942,650733339
11105,4,65074,01-01-2024 03:18:41,,12679,251033465,371596240
10689,4,61858,01-01-2024 01:08:19,,20501,579597969,587673798
4555,4,80274,31-12-2023 21:42:22,,32858,332559800,410320657
11277,4,57675,01-01-2024 04:07:45,,9735,2868839775,6287630402
11204,4,86322,01-01-2024 03:48:51,,10869,251649805,291462140
6264,4,37135,31-12-2023 15:38:48,,54672,3835283325,5144537184
11205,4,97107,01-01-2024 03:43:26,,11194,39594288,41591807
11819,4,93908,01-01-2024 06:22:04,,1676,98017479,139500176
15655,4,27197,31-12-2023 16:42:59,,50821,206081037,298586741
6268,4,48686,31-12-2023 13:08:17,,63703,1550998715,1884936522
11736,4,60871,01-01-2024 06:09:13,,2447,88486845,91592193
15656,4,92102,31-12-2023 20:51:50,,35890,1254544291,1438643334
10732,4,6416,01-01-2024 01:29:33,,19227,576980298,628599857
10804,4,47960,01-01-2024 01:40:21,,18579,1644978160,1827704145
8520,4,28058,31-12-2023 15:25:30,,55470,545336298,701526860
11309,4,81070,01-01-2024 04:16:35,,9205,461354607,611391193
11593,4,83207,01-01-2024 05:24:49,,5111,65915373,78093748
11775,4,88594,01-01-2024 06:12:19,,2261,56862644,72429209
11708,4,35461,01-01-2024 05:52:55,,3425,98762585,120645840
6274,4,94943,31-12-2023 13:25:05,,62695,1648826050,1932685421
11892,4,36218,01-01-2024 06:46:28,,212,1562051,1903047
11550,4,57677,01-01-2024 05:19:43,,5417,90147465,120847474
6276,4,52267,31-12-2023 19:08:57,,42063,444632322,525144689
11594,4,54125,01-01-2024 05:22:38,,5242,18084586,22318590
8527,4,91819,31-12-2023 14:21:26,01-01-2024 06:41:21,58795,67999213,74927918
11893,4,91819,01-01-2024 06:42:27,,453,597391,667915
8528,4,75374,31-12-2023 13:58:11,,60709,15794549655,36392656914
11894,4,34332,01-01-2024 06:43:28,,392,13205717,14027732
10872,4,67911,01-01-2024 02:09:22,,16838,1660414447,1771688501
6277,4,51967,31-12-2023 16:23:11,,52009,2863380162,3242003070
6279,4,43592,31-12-2023 21:13:16,,34604,1315164017,1372915765
8531,4,87524,31-12-2023 17:42:07,,47273,908603128,1133767021
6280,4,40693,31-12-2023 18:51:28,,43112,590533,658550
11637,4,22026,01-01-2024 05:33:58,,4562,34369487,43985302
11737,4,87550,01-01-2024 06:02:55,,2825,119705687,122968304
11388,4,26501,01-01-2024 04:32:13,,8267,114565514,135967947
