IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
25757,5,42146,03-01-2024 11:41:20,,6520,21509016,31347944
25521,5,7910,03-01-2024 10:01:51,,12489,1347367551,1357861668
25208,5,97563,03-01-2024 07:40:54,,20946,245305683,314115299
23872,5,89840,02-01-2024 22:37:11,,53569,54933590,78314320
25592,5,36932,03-01-2024 10:39:10,,10250,820501629,945177340
25421,5,73563,03-01-2024 09:10:26,,15574,95210780,105189534
25459,5,25360,03-01-2024 09:33:18,,14202,99052426,104536247
24582,5,11338,03-01-2024 03:37:49,,35531,495756286,574374075
25442,5,65707,03-01-2024 09:20:23,,14977,58516808,66987277
24338,5,11082,03-01-2024 01:46:48,,42192,416248856,470769803
25791,5,45193,03-01-2024 12:02:45,,5235,1503680961,4303822271
24013,5,60302,02-01-2024 23:34:43,,50117,3282348358,3434886803
25593,5,34159,03-01-2024 10:35:22,,10478,341270916,469899695
25522,5,61752,03-01-2024 10:06:19,,12221,174096419,227082799
25971,5,54457,03-01-2024 13:19:08,,652,70077625,96763820
25758,5,21644,03-01-2024 11:47:26,,6154,133576139,173765874
25990,5,91110,03-01-2024 13:29:48,,12,349563,439628
25792,5,28338,03-01-2024 12:08:50,,4870,25561160,25568929
24606,5,70227,03-01-2024 03:45:26,,35074,408880104,603887139
25991,5,60961,03-01-2024 13:28:29,,91,8746538,11246891
24658,5,16893,03-01-2024 04:00:35,,34165,748470739,908494094
25303,5,44658,03-01-2024 08:28:09,,18111,2155722768,5442171988
25837,5,68133,03-01-2024 12:29:15,,3645,16591378,24492321
25544,5,16714,03-01-2024 10:18:34,,11486,149435144,199214243
25482,5,27552,03-01-2024 09:44:11,,13549,133584765,178523685
24845,5,44903,03-01-2024 05:27:28,,28952,12092478328,25649212373
25889,5,22021,03-01-2024 12:47:33,,2547,25936975,33920791
25770,5,13267,03-01-2024 11:57:23,,5557,2094959983,4285521587
24223,5,48539,03-01-2024 00:53:09,,45411,5314409147,10096988227
25001,5,18395,03-01-2024 06:24:56,,25504,158817859,180965149
24561,5,88187,03-01-2024 03:26:22,,36218,192982690,221190865
24015,5,32528,02-01-2024 23:32:11,,50269,918342394,942628287
24298,5,15857,03-01-2024 01:24:41,,43519,1320041477,1548310898
23898,5,49265,02-01-2024 22:49:12,,52848,2945980627,3531527326
25567,5,56617,03-01-2024 10:20:22,,11378,781742701,788878800
25029,5,56086,03-01-2024 06:34:48,,24912,1315202651,1772289039
