IdSession|IdPSX|IdSubscriber|StartSession|EndSession|Duartion|UpTx|DownTx
27770|1|13734|03/01/2024 07:12:54||53226|9304162512|12349348664
29574|1|72937|03/01/2024 16:13:38||20782|5360011216|6804525192
30639|1|89621|03/01/2024 21:35:13||1487|158950240|235341544
30612|1|37974|03/01/2024 21:29:34||1826|927866192|1293564400
28016|1|74301|03/01/2024 08:24:04||48956|8848305928|11317455024
29748|1|33927|03/01/2024 17:05:26||17674|3444153168|3735476784
28538|1|6516|03/01/2024 10:57:54||39726|5509702144|5848553040
30142|1|53666|03/01/2024 19:05:20||10480|39054008480|75048685344
29676|1|74376|03/01/2024 16:42:04||19076|1921090960|2655650088
28610|1|80501|03/01/2024 11:13:58||38762|3846072200|5265019344
30050|1|85519|03/01/2024 18:38:49||12071|5052434712|7103972360
28113|1|28031|03/01/2024 08:56:12||47028|20213490872|26962489336
29186|1|80304|03/01/2024 14:15:31||27869|5255350288|6698427296
29092|1|67966|03/01/2024 13:49:54||29406|1519506536|1670529272
29972|1|96559|03/01/2024 18:19:10||13250|4032697328|4765877832
28897|1|77661|03/01/2024 12:40:27||33573|2448688888|2992216032
30613|1|68238|03/01/2024 21:25:07||2093|658940152|799674952
30527|1|77463|03/01/2024 20:59:39||3621|3727688320|4831343576
29159|1|88379|03/01/2024 14:02:19||28661|1065042120|1231381608
30460|1|25839|03/01/2024 20:33:11||5209|1769996248|2593981856
30427|1|91718|03/01/2024 20:27:35||5545|1758680552|2539717512
30640|1|21645|03/01/2024 21:30:09||1791|147145768|178760688
28744|1|27107|03/01/2024 11:58:08||36112|523719176|693426664
30641|1|88000|03/01/2024 21:36:17||1423|281966544|302775680
28200|1|35218|03/01/2024 09:16:52||45788|1868543064|2801831632
30495|1|21998|03/01/2024 20:48:49||4271|970809360|1269258792
29940|1|53028|03/01/2024 18:09:27||13833|4996691608|6830690408
27771|1|85282|03/01/2024 07:10:35||53365|7317746872|9187030440
30348|1|42020|03/01/2024 20:00:56||7144|1686458048|1859381112
29385|1|7207|03/01/2024 15:19:26||24034|7601501304|8876586992
30564|1|54570|03/01/2024 21:03:48||3372|6088663832|16300748672
29519|1|87485|03/01/2024 15:50:35||22165|55805838968|149023541416
29187|1|76237|03/01/2024 14:14:24||27936|915495248|1133054928
30281|1|46637|03/01/2024 19:44:22||8138|403892048|513825248
30282|1|83585|03/01/2024 19:45:21||8079|1225601872|1816242728
30705|1|29181|03/01/2024 21:52:47||433|11458880|13272720
29840|1|75051|03/01/2024 17:36:44||15796|2284584464|2842569400
29841|1|59414|03/01/2024 17:38:52||15668|2764686904|3507114920
28312|1|35204|03/01/2024 09:48:24||43896|6048721200|7058168120
29677|1|25097|03/01/2024 16:42:33||19047|1675985424|2267597048
30428|1|11788|03/01/2024 20:22:50||5830|1437612352|1762370992
30461|1|89716|03/01/2024 20:39:54||4806|1590195864|2237362952
30585|1|65857|03/01/2024 21:11:25||2915|2201693736|2610618680
30496|1|89741|03/01/2024 20:45:39||4461|860116712|1091431040
29442|1|56849|03/01/2024 15:31:34||23306|14859400904|15389185688
30528|1|60741|03/01/2024 20:51:23||4117|554986944|792967160
29606|1|47789|03/01/2024 16:29:32||19828|668375416|831884088
30108|1|45210|03/01/2024 18:50:06||11394|170497968|207002512
30497|1|70324|03/01/2024 20:48:38||4282|283913720|300549632
28767|1|27076|03/01/2024 12:00:41||35959|2664734616|3873456800
29288|1|27814|03/01/2024 14:47:44||25936|8268668456|12184300792
28803|1|77120|03/01/2024 12:14:07||35153|6617181136|6869525912
29223|1|9240|03/01/2024 14:26:35||27205|3751857400|4416939392
27183|1|88167|03/01/2024 04:25:58||63242|12404240680|16288261288
30586|1|13839|03/01/2024 21:18:00||2520|758331736|1000305072
29520|1|86402|03/01/2024 15:54:54||21906|39220173528|88729387552
28403|1|4200|03/01/2024 10:15:46||42254|133273453408|344162766688
29875|1|93219|03/01/2024 17:46:23||15217|627190064|643447072
30676|1|75263|03/01/2024 21:49:29||631|155144384|179105232
30429|1|69235|03/01/2024 20:27:38||5542|89462688|90692632
30642|1|27723|03/01/2024 21:30:15||1785|1488424|2059208
28745|1|23682|03/01/2024 11:58:25||36095|290427832|311929056
30565|1|11366|03/01/2024 21:09:17||3043|1381884880|1406192032
29123|1|57595|03/01/2024 13:50:06||29394|4948649408|6104119984
30349|1|54404|03/01/2024 20:04:55||6905|906984528|968117208
30566|1|60848|03/01/2024 21:00:13||3587|5099154712|5597319712
30643|1|48701|03/01/2024 21:31:48||1692|98266208|116053640
28440|1|96811|03/01/2024 10:25:41||41659|1488987544|1859790464
28869|1|71658|03/01/2024 12:39:55||33605|6249833008|6328926312
29842|1|66423|03/01/2024 17:34:44||15916|1823148680|2718051936
30706|1|5419|03/01/2024 21:58:59||61|691224|823736
30386|1|93337|03/01/2024 20:15:23||6277|4467873264|6233278200
28273|1|23638|03/01/2024 09:35:22||44678|5267114984|6428296416
30387|1|76483|03/01/2024 20:19:23||6037|378369936|544557472
30350|1|16915|03/01/2024 20:01:43||7097|491043024|634931104
30073|1|65812|03/01/2024 18:42:31||11849|2574109112|3295762504
28611|1|96132|03/01/2024 11:19:40||38420|3064855624|4114202616
27671|1|41896|03/01/2024 06:43:55||54965|22801893376|23250810584
28612|1|73687|03/01/2024 11:18:31||38489|21670784448|25002991016
30224|1|98076|03/01/2024 19:25:30||9270|1143009984|1163643968
29005|1|9602|03/01/2024 13:15:07||31493|6491488888|8201471560
27772|1|14673|03/01/2024 07:17:29||52951|10770028416|16060298520
30143|1|47660|03/01/2024 19:06:35||10405|2711938072|4050246952
30430|1|96497|03/01/2024 20:20:29||5971|1538796088|2256914168
30144|1|5259|03/01/2024 19:09:58||10202|893252928|1124818592
30614|1|43017|03/01/2024 21:24:06||2154|898031408|993393216
30109|1|59136|03/01/2024 18:54:33||11127|7350887568|9294789056
29776|1|97799|03/01/2024 17:18:12||16908|2038872144|2468689552
30462|1|49893|03/01/2024 20:30:14||5386|1333634648|1503628488
27297|1|85701|03/01/2024 04:59:14||61246|19957029992|20717481368
27642|1|93530|03/01/2024 06:32:54||55626|4478806712|4564211776
30707|1|23696|03/01/2024 21:51:53||487|5291240|5828880
28053|1|84542|03/01/2024 08:36:00||48240|19336734680|23863179272
30225|1|85076|03/01/2024 19:24:41||9319|1436854816|2086323808
29550|1|10962|03/01/2024 16:07:13||21167|2664104600|3505389704
27840|1|59510|03/01/2024 07:39:36||51624|58933274400|148496163352
30011|1|78898|03/01/2024 18:26:39||12801|1530902648|2235502000
28441|1|99136|03/01/2024 10:24:11||41749|15554951048|17427019152
28934|1|99739|03/01/2024 12:53:46||32774|63650412008|185737563544
27398|1|22791|03/01/2024 05:29:33||59427|10227802192|12295440656
29006|1|4056|03/01/2024 13:15:48||31452|5245362584|7060921064
29876|1|8920|03/01/2024 17:47:49||15131|9896707592|12418689896
30145|1|29223|03/01/2024 19:08:02||10318|262799720|372051944
28154|1|35390|03/01/2024 09:03:13||46607|10168417752|10442596856
30184|1|4719|03/01/2024 19:17:33||9747|227250984|272696976
29521|1|55333|03/01/2024 15:56:37||21803|7498130592|7726149696
30110|1|40685|03/01/2024 18:57:15||10965|35119320|52251384
29551|1|20349|03/01/2024 16:00:47||21553|3659907376|4034313464
29777|1|13191|03/01/2024 17:17:22||16958|985545432|1212768480
29486|1|89500|03/01/2024 15:48:07||22313|5029650088|5426025920
29444|1|17160|03/01/2024 15:30:25||23375|4070427760|5530673448
29607|1|51885|03/01/2024 16:22:45||20235|2154778600|2658234640
28314|1|43797|03/01/2024 09:46:49||43991|12333155008|14296911784
28540|1|59735|03/01/2024 10:56:02||39838|131944017656|254118542664
29487|1|51212|03/01/2024 15:44:37||22523|2657830032|3698641160
30283|1|17452|03/01/2024 19:42:38||8242|1052512280|1555566672
28315|1|38258|03/01/2024 09:42:56||44224|86349611224|238361468576
29387|1|81488|03/01/2024 15:16:07||24233|63387651760|141213083272
28502|1|8347|03/01/2024 10:43:57||40563|1472435456|1950677608
29445|1|51526|03/01/2024 15:34:34|03/01/2024 21:53:03|22709|2369739424|2808586728
29877|1|70042|03/01/2024 17:40:05||15595|2448603400|2733327776
30708|1|68739|03/01/2024 21:54:53||307|4150856|4976984
30351|1|18447|03/01/2024 20:09:00||6660|18311861160|38973571760
29678|1|68009|03/01/2024 16:41:56||19084|764221536|840103256
28405|1|79835|03/01/2024 10:17:13||42167|393521704|587615272
30226|1|88996|03/01/2024 19:21:47||9493|331205368|375030248
29941|1|69853|03/01/2024 18:01:06||14334|3186737664|3334567008
29817|1|14428|03/01/2024 17:23:17||16603|2430135768|3111595040
28274|1|90960|03/01/2024 09:31:42||44898|5025998992|5440281176
29575|1|59795|03/01/2024 16:14:49||20711|1811490096|2591641112
28155|1|61684|03/01/2024 09:07:35||46345|7205076408|9113368136
28275|1|47486|03/01/2024 09:39:50||44410|5945088792|7094056144
30319|1|26986|03/01/2024 19:50:14||7786|421823800|478232296
28406|1|96277|03/01/2024 10:12:25||42455|3737868168|3738855168
30615|1|72607|03/01/2024 21:21:29||2311|864334864|1204441096
30012|1|62190|03/01/2024 18:22:53||13027|3548840048|4063698768
29252|1|20486|03/01/2024 14:36:18||26622|4232404784|4523459040
29818|1|87798|03/01/2024 17:27:55||16325|3076280488|4392154792
30529|1|64361|03/01/2024 20:59:32||3628|9378460192|26358409552
27985|1|16015|03/01/2024 08:15:19||49481|4572564696|6321873232
28642|1|49043|03/01/2024 11:24:31||38129|1374599416|1831425584
28240|1|80752|03/01/2024 09:28:18||45102|3212165000|4627046032
27559|1|5281|03/01/2024 06:19:42||56418|13649430520|15415879720
29039|1|82843|03/01/2024 13:29:05||30655|1800727312|2541812984
29290|1|10721|03/01/2024 14:44:20||26140|7016017896|9877992744
27400|1|47510|03/01/2024 05:21:39||59901|120903132336|227578245448
27089|1|91314|03/01/2024 03:55:17||65083|8784639672|9174638864
