IdSession|IdPSX|IdSubscriber|StartSession|EndSession|Duartion|UpTx|DownTx
8718|2|90499|01/01/2024 11:51:48||10092|939358272|1305492072
8908|2|91474|01/01/2024 13:00:40||5960|593640288|603233872
7688|2|14538|01/01/2024 07:41:42||25098|105417390432|287801116072
8331|2|23617|01/01/2024 10:22:41||15439|6810070000|8453787392
6692|2|70857|01/01/2024 02:35:56||43444|10292861096|13091694712
8172|2|48015|01/01/2024 09:42:39||17841|32472939856|82727368352
8886|2|94505|01/01/2024 12:58:50||6070|4120556600|4308967536
7879|2|88207|01/01/2024 08:30:17||22183|12572980480|17765912608
6894|2|21605|01/01/2024 03:45:36||39264|8532448112|8611384800
7400|2|40725|01/01/2024 06:22:30||29850|5166142408|7239027496
8625|2|30742|01/01/2024 11:32:05||11275|6954144736|8046692368
6456|2|25074|01/01/2024 00:54:19||49541|14805509184|20230487496
7451|2|51329|01/01/2024 06:30:25||29375|16389948416|24261411528
6974|2|93199|01/01/2024 04:16:00||37440|7063713592|9220924816
7964|2|40605|01/01/2024 08:58:15||20505|3923946512|4449919728
8666|2|44784|01/01/2024 11:48:23||10297|1521461304|1602443104
8719|2|82037|01/01/2024 11:55:07||9893|2141442008|2523920328
6975|2|92426|01/01/2024 04:17:36||37344|122808931360|286807862296
8128|2|87928|01/01/2024 09:37:56||18124|1695030808|2083120552
7880|2|16261|01/01/2024 08:38:56||21664|4931920144|5881124976
6413|2|78982|01/01/2024 00:32:20||50860|25445138968|25666422704
6457|2|7476|01/01/2024 00:53:21||49599|4360481208|4794085992
7197|2|36349|01/01/2024 05:20:39||33561|2039396248|2870754424
7452|2|83618|01/01/2024 06:39:42||28818|2315869440|2933958400
7277|2|36715|01/01/2024 05:42:07||32273|1965495304|2659443328
6437|2|44398|01/01/2024 00:46:52||49988|15549598280|19634390144
6414|2|27387|01/01/2024 00:37:31||50549|348127088|450663216
8173|2|45935|01/01/2024 09:46:32||17608|6414529368|7428916312
8420|2|38865|01/01/2024 10:45:34||14066|6034565024|7862740688
6917|2|49736|01/01/2024 03:59:17||38443|98248047480|233612183448
