IdSession|IdPSX|IdSubscriber|StartSession|EndSession|Duartion|UpTx|DownTx
24681|2|599311|01/01/2024 00:32:05||41875|7080675824|8080454808
25790|2|38030|01/01/2024 01:17:47||39133|6419378760|7309411088
47437|2|147078|01/01/2024 11:38:32||1888|401075240|549303696
38532|2|495399|01/01/2024 07:52:54||15426|1473018744|2010023392
40474|2|699309|01/01/2024 08:40:51||12549|577645336|813228704
39277|2|467722|01/01/2024 08:18:31||13889|30578279208|62277726168
47021|2|626942|01/01/2024 11:22:54||2826|778553128|988936320
36671|2|618220|01/01/2024 07:09:21||18039|22192587176|64462291592
42852|2|897797|01/01/2024 09:45:09||8691|173908992|186492880
31900|2|682752|01/01/2024 04:47:41||26539|1214709936|1632106552
40869|2|664736|01/01/2024 08:57:33||11547|4875323384|6128793608
29157|2|687782|01/01/2024 03:19:26||31834|4860520184|7288706000
39678|2|212476|01/01/2024 08:24:58||13502|4251103328|4537997712
48343|2|230774|01/01/2024 11:52:57||1023|229952424|239070888
45669|2|654645|01/01/2024 10:55:19||4481|369906624|551845144
33238|2|556799|01/01/2024 05:21:44||24496|45432291264|131862799000
45244|2|497392|01/01/2024 10:40:40||5360|37598704|44212480
47922|2|586603|01/01/2024 11:42:40||1640|135647848|143653736
47438|2|388050|01/01/2024 11:31:25||2315|6960031664|19912077624
34234|2|273983|01/01/2024 05:52:28||22652|44472853848|127651750336
35282|2|903206|01/01/2024 06:20:54||20946|3682550024|4690780408
31596|2|326882|01/01/2024 04:38:05||27115|2510126072|2757623880
32241|2|997688|01/01/2024 04:56:00||26040|2398182600|3389968824
34577|2|348436|01/01/2024 06:08:30||21690|2479118096|3584326888
31902|2|253973|01/01/2024 04:44:27||26733|2508487296|2564486960
40073|2|748993|01/01/2024 08:35:27||12873|206099944|281389912
46554|2|799626|01/01/2024 11:11:49||3491|737261120|1044747656
31280|2|930333|01/01/2024 04:23:11|01/01/2024 12:04:48|27697|1669474320|1854533992
32242|2|39100|01/01/2024 04:51:26||26314|4663792840|5376630976
34945|2|26885|01/01/2024 06:11:23||21517|3062296056|4569545464
43663|2|592133|01/01/2024 10:01:39||7701|512072776|517859392
37083|2|766615|01/01/2024 07:19:29||17431|5336028600|7086694128
25791|2|547258|01/01/2024 01:15:49||39251|711640056|780908560
30975|2|970347|01/01/2024 04:17:47||28333|2804607488|3464430000
39679|2|208785|01/01/2024 08:26:32||13408|3111438728|3454945536
46555|2|647907|01/01/2024 11:19:01||3059|5950386520|16186380080
42435|2|773549|01/01/2024 09:30:51||9549|801906808|947380968
31903|2|567695|01/01/2024 04:46:03||26637|10825183296|14828903448
33868|2|494149|01/01/2024 05:45:06||23094|6165450408|6424120112
45245|2|261768|01/01/2024 10:40:46||5354|1282558624|1598958672
48779|2|760419|01/01/2024 12:06:02||238|4885784|5588472
35635|2|78434|01/01/2024 06:39:00||19860|40207013840|79933842040
42436|2|565003|01/01/2024 09:32:11||9469|786813832|1130930264
27738|2|131649|01/01/2024 02:26:18||35022|8342480824|9448085976
34946|2|915091|01/01/2024 06:16:16||21224|812387968|1023999376
37772|2|446746|01/01/2024 07:34:33||16527|1507003976|1941100752
40475|2|223038|01/01/2024 08:41:18||12522|2858542008|3182009392
29494|2|952611|01/01/2024 03:28:39||31281|3724208632|4064832648
29158|2|548938|01/01/2024 03:19:43||31817|4181473224|5068625664
46556|2|653324|01/01/2024 11:17:02||3178|630926568|765453856
41652|2|208316|01/01/2024 09:11:29||10711|94334104|137720712
36672|2|425284|01/01/2024 07:07:53||18127|2511076208|2963723824
38533|2|936127|01/01/2024 07:55:05||15295|412971304|550009416
37084|2|300533|01/01/2024 07:19:53||17407|650886064|660059016
39278|2|837222|01/01/2024 08:13:47||14173|3949409624|5465491472
45670|2|954194|01/01/2024 10:53:47||4573|826887104|1021885536
34236|2|111832|01/01/2024 05:57:09||22371|9259080440|9300364528
30976|2|178248|01/01/2024 04:10:08||28792|1968993840|2335857232
43664|2|202325|01/01/2024 10:09:53||7207|77391136|86873216
45671|2|210903|01/01/2024 10:56:41||4399|12698838016|29526481056
39279|2|88468|01/01/2024 08:13:04||14216|17005889936|39537275200
29495|2|124520|01/01/2024 03:29:40||31220|5060466088|5416995152
43665|2|16164|01/01/2024 10:09:25||7235|1106213656|1189923088
44885|2|679144|01/01/2024 10:39:52||5408|6356564136|13370428752
48780|2|72807|01/01/2024 12:04:46||314|255166640|284357736
42048|2|83255|01/01/2024 09:25:33||9867|1703227504|1896970960
32910|2|446301|01/01/2024 05:14:26||24934|2890226728|3814886992
45672|2|228908|01/01/2024 10:52:59||4621|318431216|409963080
46557|2|721292|01/01/2024 11:10:41||3559|6848913688|19823171176
27739|2|401693|01/01/2024 02:23:31||35189|98098381408|251667477984
25245|2|276427|01/01/2024 00:59:48||40212|2112140176|2681733856
38534|2|812188|01/01/2024 07:55:42||15258|1658374296|1982867456
24682|2|510601|01/01/2024 00:33:58||41762|26712956472|28614208056
45246|2|705237|01/01/2024 10:47:56|01/01/2024 12:06:44|4728|159014848|193988904
48781|2|705237|01/01/2024 12:07:11||169|4815032|5759792
47439|2|996686|01/01/2024 11:34:43||2117|4765825352|12394407464
31282|2|615536|01/01/2024 04:21:32||28108|104003725328|234009274472
29496|2|343015|01/01/2024 03:29:09||31251|29799654456|84590190496
38132|2|954413|01/01/2024 07:45:50||15850|1175058192|1594591024
24959|2|438874|01/01/2024 00:48:37||40883|3213095240|4247153560
34237|2|359795|01/01/2024 05:58:10||22310|490050600|572688456
41653|2|298975|01/01/2024 09:15:52||10448|6875351208|7327631416
41654|2|977102|01/01/2024 09:16:28||10412|2035696056|2508604592
34947|2|195043|01/01/2024 06:16:41||21199|1461130296|2037994392
